claim_id,age,vehicle_age,claim_amount,accident_type,previous_claims,police_report,witness_present,garage_type,days_to_claim,fraud
CLM1869,59,0,359823,Theft,2,0,0,Authorized,9,1
CLM1870,36,13,287582,Collision,2,0,1,Authorized,21,1
CLM1871,29,13,459314,Fire,3,0,0,Local,46,1
CLM1872,51,3,321039,Fire,0,0,0,Authorized,20,1
CLM1873,69,7,403763,Collision,3,1,0,Local,1,1
CLM1874,64,2,169419,Natural Disaster,2,0,0,Local,18,1
CLM1875,48,13,399680,Theft,0,1,0,Local,2,1
CLM1876,62,0,133887,Fire,0,1,0,Local,1,0
CLM1877,33,0,202676,Fire,0,1,0,Local,45,1
CLM1878,60,8,309279,Fire,0,1,0,Authorized,21,1
CLM1879,64,4,330444,Fire,5,1,1,Authorized,49,0
CLM1880,38,12,383118,Fire,1,0,0,Authorized,24,1
CLM1881,21,10,454352,Theft,0,0,1,Local,26,1
CLM1882,41,13,32521,Natural Disaster,0,0,0,Authorized,50,1
CLM1883,68,2,205672,Natural Disaster,3,1,1,Authorized,18,1
CLM1884,65,10,360306,Collision,5,1,0,Authorized,55,1
CLM1885,51,11,456744,Fire,0,1,1,Local,8,0
CLM1886,52,6,213818,Collision,0,1,1,Local,18,1
CLM1887,31,14,116993,Natural Disaster,2,0,0,Local,23,0
CLM1888,55,8,250118,Collision,3,1,1,Local,29,1
CLM1889,51,3,270995,Theft,3,1,0,Authorized,48,0
CLM1890,69,3,434418,Fire,3,0,0,Authorized,21,1
CLM1891,43,4,134289,Theft,1,0,0,Local,39,0
CLM1892,69,8,148427,Collision,3,0,0,Authorized,8,1
CLM1893,47,7,248985,Fire,3,0,0,Local,3,1
CLM1894,54,1,454848,Fire,4,0,1,Authorized,53,0
CLM1895,35,9,271803,Natural Disaster,3,1,1,Local,25,0
CLM1896,60,14,297112,Fire,4,0,1,Authorized,43,0
CLM1897,70,9,379271,Collision,0,0,0,Local,7,1
CLM1898,56,13,149602,Theft,2,1,0,Authorized,30,0
CLM1899,40,10,250342,Fire,1,0,1,Authorized,11,1
CLM1900,57,11,233365,Collision,1,0,1,Authorized,35,1
CLM1901,43,13,232909,Theft,1,0,1,Local,38,1
CLM1902,40,6,29418,Fire,3,0,1,Authorized,34,1
CLM1903,60,4,183827,Natural Disaster,5,0,0,Authorized,35,0
CLM1904,22,10,80774,Fire,5,1,0,Authorized,3,0
CLM1905,35,11,419944,Fire,3,1,0,Authorized,13,1
CLM1906,30,6,203336,Collision,2,0,1,Authorized,28,1
CLM1907,45,11,59487,Fire,0,1,1,Local,37,1
CLM1908,37,9,266295,Fire,4,0,0,Local,1,0
CLM1909,45,14,17477,Natural Disaster,2,0,0,Authorized,2,0
CLM1910,41,14,280015,Theft,0,1,0,Authorized,47,0
CLM1911,50,9,222126,Natural Disaster,0,1,1,Local,51,0
CLM1912,70,12,181178,Collision,3,0,0,Authorized,17,1
CLM1913,24,14,312953,Theft,2,0,0,Local,59,1
CLM1914,19,10,302811,Fire,0,1,1,Local,12,1
CLM1915,48,6,448570,Fire,1,1,1,Authorized,4,0
CLM1916,28,6,50638,Theft,1,1,1,Authorized,4,0
CLM1917,68,13,412258,Natural Disaster,5,1,0,Authorized,18,1
CLM1918,36,4,379256,Collision,5,1,1,Authorized,19,0
CLM1919,38,15,277191,Natural Disaster,0,1,0,Local,16,0
CLM1920,18,4,383228,Collision,1,1,1,Authorized,1,0
CLM1921,66,8,216072,Fire,2,0,1,Authorized,43,0
CLM1922,35,14,424364,Collision,3,0,0,Authorized,9,0
CLM1923,38,4,327551,Fire,5,1,0,Local,40,1
CLM1924,35,9,428316,Natural Disaster,4,0,0,Authorized,43,1
CLM1925,25,7,156286,Natural Disaster,2,0,0,Local,57,1
CLM1926,30,5,390606,Theft,0,1,0,Local,10,0
CLM1927,43,6,104554,Natural Disaster,1,0,1,Local,10,0
CLM1928,64,3,421489,Theft,5,1,1,Authorized,15,1
CLM1929,21,10,199589,Natural Disaster,4,0,1,Local,44,0
CLM1930,23,4,468934,Collision,2,1,0,Local,50,1
CLM1931,46,14,328681,Natural Disaster,1,1,0,Local,46,1
CLM1932,48,3,193499,Theft,4,0,1,Local,0,1
CLM1933,68,12,197941,Collision,2,0,0,Authorized,39,0
CLM1934,25,15,100045,Fire,3,0,1,Authorized,5,1
CLM1935,39,8,483148,Fire,1,1,0,Local,10,1
CLM1936,22,3,68182,Natural Disaster,3,1,0,Authorized,19,0
CLM1937,44,13,409498,Theft,5,0,0,Authorized,12,0
CLM1938,34,13,470313,Theft,1,0,0,Local,13,1
CLM1939,64,13,475518,Collision,2,0,0,Authorized,41,1
CLM1940,65,4,246907,Theft,5,0,1,Authorized,33,0
CLM1941,42,10,348270,Fire,2,1,1,Authorized,36,1
CLM1942,54,14,256530,Fire,2,0,0,Authorized,18,0
CLM1943,69,13,376539,Fire,4,1,1,Authorized,1,0
CLM1944,54,7,326409,Fire,5,0,0,Local,20,1
CLM1945,64,0,152490,Natural Disaster,1,1,1,Local,11,0
CLM1946,26,14,114799,Fire,3,1,1,Local,42,1
CLM1947,30,9,292807,Natural Disaster,4,1,1,Authorized,27,0
CLM1948,56,2,469592,Collision,2,1,0,Local,20,1
CLM1949,21,0,449797,Natural Disaster,5,0,0,Local,2,1
CLM1950,69,1,91889,Collision,0,1,0,Authorized,33,1
CLM1951,30,4,6107,Collision,3,1,0,Authorized,18,0
CLM1952,58,6,62412,Natural Disaster,3,1,1,Local,4,1
CLM1953,65,0,352232,Theft,4,1,1,Authorized,7,1
CLM1954,33,13,431701,Natural Disaster,5,1,0,Local,47,1
CLM1955,28,6,330111,Natural Disaster,2,0,0,Local,50,0
CLM1956,43,4,469991,Natural Disaster,4,0,0,Local,24,0
CLM1957,54,2,481885,Natural Disaster,3,0,1,Authorized,42,0
CLM1958,34,3,251662,Natural Disaster,0,0,0,Authorized,43,0
CLM1959,26,0,433721,Fire,5,0,0,Local,38,0
CLM1960,37,8,456991,Collision,0,0,0,Authorized,31,0
CLM1961,59,5,351118,Natural Disaster,5,0,0,Local,22,1
CLM1962,25,6,8169,Fire,0,1,0,Local,25,0
CLM1963,60,11,435302,Theft,2,0,0,Authorized,3,0
CLM1964,66,3,360054,Natural Disaster,3,1,0,Authorized,24,0
CLM1965,26,4,318024,Fire,1,1,1,Local,56,0
CLM1966,37,12,89727,Theft,2,0,0,Local,44,0
CLM1967,21,0,223906,Fire,1,0,1,Local,10,1
CLM1968,62,12,320344,Theft,0,0,0,Authorized,51,1
CLM1969,47,14,238750,Collision,3,1,1,Authorized,58,0
CLM1970,18,4,48991,Natural Disaster,0,0,0,Authorized,56,0
CLM1971,36,1,407480,Collision,0,0,0,Authorized,51,0
CLM1972,25,1,391920,Fire,3,1,1,Authorized,42,0
CLM1973,44,2,413651,Natural Disaster,4,0,0,Authorized,60,1
CLM1974,36,8,236121,Natural Disaster,0,1,1,Local,10,0
CLM1975,39,10,302015,Fire,1,1,0,Local,37,1
CLM1976,28,0,407563,Collision,4,0,1,Authorized,35,1
CLM1977,59,12,312147,Natural Disaster,2,0,1,Authorized,23,0
CLM1978,40,3,121798,Natural Disaster,0,0,0,Local,0,1
CLM1979,44,11,120787,Theft,2,0,0,Local,2,1
CLM1980,65,15,286537,Natural Disaster,5,1,0,Local,14,1
CLM1981,32,11,64875,Theft,0,1,0,Authorized,36,0
CLM1982,57,15,227456,Theft,2,1,0,Authorized,16,0
CLM1983,41,6,121658,Natural Disaster,4,0,0,Local,4,0
CLM1984,36,14,424771,Fire,0,0,1,Local,16,1
CLM1985,23,15,257250,Collision,5,0,0,Local,50,0
CLM1986,30,6,348734,Theft,3,0,0,Authorized,56,0
CLM1987,53,3,341384,Natural Disaster,5,0,0,Local,45,1
CLM1988,19,10,270702,Natural Disaster,3,0,1,Local,60,1
CLM1989,22,15,269040,Natural Disaster,2,0,0,Local,23,0
CLM1990,66,5,371851,Fire,3,0,1,Local,40,1
CLM1991,46,2,237696,Theft,3,0,0,Local,46,1
CLM1992,34,5,123564,Fire,4,0,1,Authorized,54,0
CLM1993,41,0,417558,Collision,3,0,0,Local,47,1
CLM1994,68,6,457005,Collision,0,0,0,Local,54,0
CLM1995,65,6,287322,Natural Disaster,5,1,0,Authorized,57,0
CLM1996,29,1,50765,Collision,5,1,1,Local,26,0
CLM1997,24,9,311461,Collision,2,1,0,Local,12,0
CLM1998,19,7,37120,Collision,1,1,1,Authorized,24,1
CLM1999,44,4,255538,Fire,3,0,1,Local,30,0
CLM2000,36,4,273129,Natural Disaster,2,1,1,Authorized,16,1
CLM2001,55,10,348204,Natural Disaster,1,1,0,Authorized,50,0
CLM2002,25,0,360743,Fire,1,1,0,Authorized,21,1
CLM2003,41,0,91834,Theft,3,0,1,Authorized,22,0
CLM2004,46,9,124403,Natural Disaster,2,0,1,Local,46,0
CLM2005,63,7,234965,Natural Disaster,4,0,0,Local,37,1
CLM2006,28,10,23991,Natural Disaster,2,0,1,Local,16,1
CLM2007,19,5,145835,Collision,5,0,1,Local,57,1
CLM2008,20,5,374232,Fire,4,1,1,Local,21,1
CLM2009,36,12,152751,Natural Disaster,5,1,1,Local,6,1
CLM2010,50,0,127153,Collision,5,1,1,Local,38,1
CLM2011,63,14,477999,Collision,4,0,0,Authorized,4,1
CLM2012,69,4,422082,Collision,5,1,1,Local,36,0
CLM2013,64,2,111293,Collision,3,1,1,Local,52,1
CLM2014,65,13,311187,Fire,1,1,0,Local,54,0
CLM2015,39,4,113812,Theft,5,0,0,Authorized,49,0
CLM2016,51,13,208029,Fire,3,0,0,Local,20,1
CLM2017,48,0,157357,Natural Disaster,1,0,1,Local,53,1
CLM2018,21,2,364484,Fire,5,0,0,Local,56,1
CLM2019,39,1,415824,Collision,2,0,0,Authorized,30,1
CLM2020,24,2,383817,Theft,1,1,0,Local,12,0
CLM2021,18,10,89621,Theft,1,1,1,Authorized,12,1
CLM2022,30,6,274094,Collision,2,0,0,Authorized,37,0
CLM2023,55,1,479774,Theft,3,0,1,Local,3,0
CLM2024,56,12,399728,Theft,2,1,0,Authorized,19,1
CLM2025,22,7,74998,Collision,0,0,1,Authorized,38,0
CLM2026,35,5,139731,Fire,2,1,0,Authorized,56,0
CLM2027,48,14,287795,Natural Disaster,1,0,1,Authorized,14,1
CLM2028,47,2,43730,Fire,1,1,1,Authorized,38,1
CLM2029,18,15,425025,Theft,5,1,0,Local,45,0
CLM2030,25,15,416031,Fire,2,1,0,Authorized,45,1
CLM2031,42,3,201106,Fire,5,1,0,Local,55,1
CLM2032,64,15,140152,Theft,4,1,0,Authorized,0,1
CLM2033,52,6,51364,Theft,4,0,1,Local,23,1
CLM2034,41,10,222434,Theft,3,1,0,Local,56,0
CLM2035,47,3,312477,Collision,1,1,0,Authorized,47,0
CLM2036,27,10,311732,Theft,2,1,0,Local,47,1
CLM2037,43,8,450680,Theft,2,1,0,Local,54,1
CLM2038,57,8,266501,Theft,3,0,1,Local,3,0
CLM2039,19,7,358302,Fire,3,0,1,Authorized,58,0
CLM2040,62,3,472626,Natural Disaster,3,0,1,Local,2,1
CLM2041,42,8,25133,Natural Disaster,1,0,1,Local,33,0
CLM2042,65,6,459261,Collision,0,0,0,Local,5,0
CLM2043,33,0,299377,Fire,2,0,1,Authorized,47,0
CLM2044,65,5,308277,Collision,1,0,0,Local,9,1
CLM2045,65,3,207634,Fire,0,0,1,Authorized,42,0
CLM2046,45,8,225116,Collision,5,0,1,Local,33,0
CLM2047,33,4,376719,Fire,3,0,0,Authorized,47,1
CLM2048,53,5,497435,Natural Disaster,3,1,0,Local,31,1
CLM2049,62,8,406849,Natural Disaster,3,1,0,Authorized,27,1
CLM2050,64,0,274841,Fire,2,1,1,Authorized,15,0
CLM2051,26,1,122237,Theft,5,1,0,Local,50,1
CLM2052,43,3,224712,Collision,4,0,1,Authorized,47,0
CLM2053,68,3,225045,Natural Disaster,4,0,0,Authorized,42,0
CLM2054,33,3,202645,Fire,2,0,0,Authorized,48,0
CLM2055,70,6,371935,Fire,5,1,0,Authorized,28,1
CLM2056,68,7,65575,Collision,2,0,1,Local,26,0
CLM2057,42,7,252507,Collision,4,1,1,Local,29,0
CLM2058,34,1,457856,Theft,0,0,0,Local,33,1
CLM2059,27,14,5811,Collision,2,1,0,Local,54,0
CLM2060,62,4,62549,Theft,1,0,1,Local,3,0
CLM2061,31,6,187320,Natural Disaster,1,0,1,Authorized,6,0
CLM2062,33,12,137037,Natural Disaster,1,1,1,Authorized,38,0
CLM2063,66,3,184288,Natural Disaster,3,1,0,Authorized,31,1
CLM2064,46,8,208041,Collision,4,0,0,Authorized,60,0
CLM2065,37,9,156054,Fire,2,1,1,Local,55,0
CLM2066,41,13,289326,Collision,5,0,0,Local,34,1
CLM2067,49,4,358531,Collision,5,1,0,Authorized,56,0
CLM2068,26,1,456627,Theft,5,1,0,Local,23,1
CLM2069,70,1,149365,Collision,0,1,1,Authorized,29,0
CLM2070,63,3,102824,Theft,0,0,1,Local,17,1
CLM2071,42,1,489304,Fire,5,0,0,Local,28,1
CLM2072,64,7,4001,Natural Disaster,2,1,0,Authorized,35,1
CLM2073,50,4,7696,Fire,0,0,0,Local,29,0
CLM2074,60,0,470078,Fire,0,1,1,Local,4,0
CLM2075,23,3,438390,Fire,3,0,0,Local,27,0
CLM2076,47,15,456400,Theft,4,0,1,Local,8,1
CLM2077,55,12,148497,Fire,1,0,1,Authorized,26,0
CLM2078,51,4,58566,Theft,5,0,0,Authorized,30,1
CLM2079,38,4,122033,Fire,5,1,0,Authorized,44,1
CLM2080,48,10,144548,Fire,2,1,0,Authorized,34,0
CLM2081,60,9,411100,Theft,2,1,1,Local,58,0
CLM2082,20,1,472086,Collision,0,1,0,Local,49,0
CLM2083,26,10,423527,Natural Disaster,1,0,1,Authorized,15,0
CLM2084,29,1,497196,Collision,5,1,1,Authorized,4,0
CLM2085,70,4,59070,Theft,5,1,0,Local,29,0
CLM2086,20,4,127289,Theft,5,1,1,Local,32,0
CLM2087,34,6,256254,Natural Disaster,5,0,0,Local,57,1
CLM2088,62,4,439956,Fire,2,1,0,Authorized,58,1
CLM2089,35,6,427987,Fire,4,0,0,Authorized,54,0
CLM2090,30,11,146254,Natural Disaster,5,0,0,Authorized,12,0
CLM2091,64,10,62804,Theft,0,1,0,Local,50,0
CLM2092,50,1,195634,Theft,0,0,1,Local,23,0
CLM2093,45,7,199839,Fire,1,1,0,Local,52,0
CLM2094,25,6,379950,Fire,0,1,1,Local,30,0
CLM2095,64,3,358237,Fire,1,0,1,Local,11,0
CLM2096,35,0,386197,Collision,0,0,1,Authorized,46,1
CLM2097,42,3,306393,Collision,3,1,0,Local,46,1
CLM2098,64,5,141586,Collision,2,1,1,Authorized,27,0
CLM2099,58,12,147448,Fire,1,1,0,Authorized,27,1
CLM2100,35,8,8078,Natural Disaster,2,0,1,Authorized,18,0
CLM2101,67,15,216713,Collision,2,1,0,Local,2,0
CLM2102,29,9,78343,Collision,4,1,1,Authorized,44,1
CLM2103,27,9,136557,Collision,2,0,1,Authorized,44,1
CLM2104,44,11,181572,Collision,4,1,1,Authorized,52,1
CLM2105,21,13,347666,Theft,4,0,0,Local,15,1
CLM2106,46,1,192373,Natural Disaster,1,1,0,Authorized,39,1
CLM2107,30,1,343340,Fire,4,1,0,Authorized,38,0
CLM2108,22,12,485146,Fire,5,0,1,Local,12,1
CLM2109,35,10,85726,Theft,4,1,0,Local,1,1
CLM2110,58,8,400979,Natural Disaster,2,1,1,Authorized,33,0
CLM2111,36,6,142659,Fire,4,1,1,Authorized,53,0
CLM2112,23,1,120915,Collision,0,0,0,Local,17,1
CLM2113,64,15,297104,Theft,0,1,1,Authorized,37,0
CLM2114,22,11,22523,Theft,1,1,0,Local,0,1
CLM2115,18,1,238051,Collision,1,1,1,Authorized,54,1
CLM2116,53,2,30979,Fire,5,1,0,Authorized,23,1
CLM2117,48,15,468700,Natural Disaster,4,0,1,Authorized,43,0
CLM2118,65,10,478533,Theft,0,1,1,Local,24,0
CLM2119,54,3,234428,Theft,2,1,1,Authorized,15,1
CLM2120,36,9,389819,Collision,5,0,1,Local,21,1
CLM2121,42,8,88838,Fire,5,0,1,Authorized,35,1
CLM2122,47,3,108148,Natural Disaster,3,0,0,Local,2,0
CLM2123,47,7,317586,Natural Disaster,5,1,0,Authorized,16,1
CLM2124,49,10,366975,Collision,4,0,1,Local,60,0
CLM2125,31,14,148856,Collision,0,0,1,Local,5,0
CLM2126,66,3,216105,Theft,1,0,1,Authorized,15,0
CLM2127,45,10,338942,Theft,4,1,0,Local,31,1
CLM2128,28,10,326114,Collision,5,1,1,Local,13,0
CLM2129,47,6,456534,Collision,3,1,0,Local,9,1
CLM2130,41,6,385009,Theft,0,1,1,Authorized,58,0
CLM2131,58,6,342581,Fire,0,0,1,Authorized,37,0
CLM2132,65,5,178459,Natural Disaster,0,1,0,Local,2,1
CLM2133,43,1,340775,Fire,3,1,1,Local,4,1
CLM2134,22,14,421817,Fire,2,1,0,Authorized,17,0
CLM2135,70,14,28051,Theft,1,0,1,Local,23,1
CLM2136,55,10,377446,Collision,1,1,0,Authorized,36,1
CLM2137,62,8,160341,Natural Disaster,2,1,0,Local,40,0
CLM2138,64,5,180153,Fire,3,1,1,Authorized,55,0
CLM2139,39,10,213116,Collision,4,1,1,Local,8,0
CLM2140,48,9,3697,Fire,3,1,0,Authorized,27,0
CLM2141,48,7,281141,Fire,4,1,1,Authorized,21,0
CLM2142,20,3,486044,Natural Disaster,4,1,1,Local,45,1
CLM2143,66,14,384273,Natural Disaster,3,1,1,Local,41,0
CLM2144,45,7,486755,Theft,3,0,0,Local,13,1
CLM2145,26,8,483735,Natural Disaster,2,0,0,Authorized,24,1
CLM2146,64,1,296866,Fire,5,1,1,Authorized,39,0
CLM2147,22,8,360879,Collision,4,1,1,Authorized,16,1
CLM2148,33,14,336041,Collision,2,1,0,Local,49,0
CLM2149,36,1,447113,Natural Disaster,1,1,0,Local,1,1
CLM2150,32,10,135372,Fire,5,0,0,Authorized,35,0
CLM2151,27,14,401564,Collision,5,1,0,Authorized,37,1
CLM2152,62,2,137175,Natural Disaster,0,1,0,Local,49,0
CLM2153,68,5,497498,Natural Disaster,3,1,0,Authorized,46,1
CLM2154,70,6,63557,Fire,5,1,1,Local,32,1
CLM2155,63,2,133949,Theft,1,1,1,Local,31,1
CLM2156,30,4,417182,Collision,5,1,0,Authorized,52,0
CLM2157,39,9,85304,Natural Disaster,0,1,0,Authorized,34,0
CLM2158,36,5,366346,Fire,0,1,1,Authorized,1,1
CLM2159,33,7,124720,Theft,3,1,1,Authorized,48,0
CLM2160,60,15,225878,Natural Disaster,0,0,1,Local,57,1
CLM2161,69,12,308156,Theft,3,1,1,Local,15,0
CLM2162,40,3,385612,Fire,5,0,1,Local,23,1
CLM2163,38,12,237843,Collision,5,0,1,Authorized,53,1
CLM2164,69,13,303730,Collision,2,1,0,Local,32,1
CLM2165,68,4,354163,Collision,2,1,0,Local,22,1
CLM2166,48,3,122943,Theft,4,1,1,Local,35,0
CLM2167,25,7,304092,Fire,0,1,0,Authorized,1,1
CLM2168,43,9,86007,Theft,5,1,0,Authorized,37,1
CLM2169,40,15,67725,Collision,3,1,0,Local,12,1
CLM2170,32,15,403993,Fire,3,0,1,Local,30,0
CLM2171,62,3,356773,Collision,1,1,1,Local,10,0
CLM2172,55,15,444363,Fire,3,1,0,Local,43,1
CLM2173,33,5,304950,Collision,0,1,0,Local,2,1
CLM2174,47,13,348441,Natural Disaster,1,1,0,Authorized,24,0
CLM2175,35,0,28059,Fire,3,1,0,Local,42,0
CLM2176,31,12,183880,Natural Disaster,0,1,1,Local,60,0
CLM2177,57,1,147740,Fire,3,0,1,Authorized,5,0
CLM2178,49,8,162182,Theft,0,1,0,Authorized,23,1
CLM2179,64,5,107674,Theft,2,1,0,Local,9,1
CLM2180,36,14,399806,Theft,0,1,1,Local,27,1
CLM2181,31,9,2101,Fire,0,0,0,Local,60,0
CLM2182,66,11,433895,Fire,5,1,1,Local,58,0
CLM2183,65,7,39071,Natural Disaster,2,1,0,Local,32,1
CLM2184,70,3,389179,Theft,1,1,0,Authorized,37,0
CLM2185,25,10,338845,Theft,0,0,1,Local,25,0
CLM2186,46,13,468246,Collision,3,0,0,Local,40,1
CLM2187,33,15,440360,Theft,5,0,0,Local,16,0
CLM2188,69,6,177042,Theft,1,1,0,Authorized,23,0
CLM2189,33,8,184773,Collision,2,0,1,Authorized,38,0
CLM2190,19,0,410649,Natural Disaster,0,1,0,Local,46,0
CLM2191,64,14,264809,Collision,3,0,0,Authorized,57,1
CLM2192,46,4,221366,Fire,5,0,0,Local,39,1
CLM2193,54,9,171501,Collision,0,0,1,Local,32,0
CLM2194,41,1,269863,Collision,5,1,0,Local,12,0
CLM2195,31,5,315346,Theft,3,0,0,Local,27,0
CLM2196,44,13,148572,Fire,3,1,0,Local,10,0
CLM2197,30,4,300833,Collision,4,1,0,Local,8,1
CLM2198,61,1,325182,Fire,2,0,1,Local,52,0
CLM2199,62,7,457810,Fire,0,1,0,Local,34,1
CLM2200,30,6,322570,Fire,5,0,0,Authorized,58,1
CLM2201,38,14,414794,Natural Disaster,0,0,0,Authorized,50,1
CLM2202,65,13,475659,Natural Disaster,1,0,1,Authorized,16,0
CLM2203,69,9,253709,Theft,5,0,1,Local,41,0
CLM2204,56,4,253518,Fire,2,0,1,Authorized,52,0
CLM2205,32,13,225698,Theft,3,0,1,Authorized,25,1
CLM2206,46,15,313236,Fire,4,1,1,Local,36,1
CLM2207,59,9,74863,Natural Disaster,3,0,1,Local,56,1
CLM2208,23,12,108828,Collision,0,1,0,Local,49,0
CLM2209,68,11,32545,Collision,3,0,0,Local,48,1
CLM2210,56,15,154289,Theft,3,0,0,Local,4,1
CLM2211,46,8,460671,Theft,1,0,1,Local,3,1
CLM2212,45,7,125261,Natural Disaster,4,1,1,Local,37,0
CLM2213,35,15,402053,Theft,4,0,0,Local,19,0
CLM2214,22,15,387085,Collision,2,0,1,Authorized,36,0
CLM2215,43,2,226108,Theft,0,0,1,Local,22,0
CLM2216,58,14,297208,Natural Disaster,4,1,1,Authorized,24,1
CLM2217,64,10,128640,Fire,3,1,1,Local,24,1
CLM2218,33,4,68632,Natural Disaster,3,1,0,Local,37,1
CLM2219,21,7,142521,Natural Disaster,1,1,0,Authorized,17,1
CLM2220,31,6,82815,Natural Disaster,3,0,1,Authorized,45,0
CLM2221,24,4,415248,Collision,0,1,1,Local,40,0
CLM2222,24,10,205568,Fire,4,1,0,Authorized,16,0
CLM2223,42,15,214336,Fire,2,0,0,Local,59,0
CLM2224,45,10,450602,Natural Disaster,2,0,0,Authorized,16,1
CLM2225,54,1,139324,Natural Disaster,3,0,0,Authorized,19,1
CLM2226,70,3,438970,Collision,5,0,0,Authorized,56,0
CLM2227,22,2,130419,Natural Disaster,3,1,0,Local,36,1
CLM2228,21,2,118195,Natural Disaster,5,0,0,Authorized,6,1
CLM2229,35,1,380594,Natural Disaster,0,1,1,Authorized,55,0
CLM2230,27,6,476853,Collision,1,0,0,Authorized,44,1
CLM2231,67,3,46680,Fire,5,1,1,Authorized,50,1
CLM2232,67,12,89622,Theft,0,0,0,Local,15,0
CLM2233,55,6,376654,Natural Disaster,3,0,0,Local,25,1
CLM2234,70,13,416306,Collision,3,1,0,Local,59,0
CLM2235,69,4,318487,Natural Disaster,3,0,1,Local,12,0
CLM2236,39,13,311743,Fire,4,0,1,Authorized,31,0
CLM2237,37,7,496356,Natural Disaster,2,1,1,Local,16,0
CLM2238,44,15,459156,Natural Disaster,0,1,0,Local,54,1
CLM2239,66,7,145643,Fire,3,0,1,Local,32,1
CLM2240,59,14,432188,Natural Disaster,2,1,1,Local,50,1
CLM2241,45,6,374540,Natural Disaster,4,1,1,Local,41,1
CLM2242,29,15,394780,Theft,1,0,1,Authorized,34,0
CLM2243,37,3,200046,Collision,1,0,1,Local,0,1
CLM2244,32,10,85848,Natural Disaster,0,1,1,Local,48,0
CLM2245,40,13,380252,Collision,5,0,0,Authorized,55,1
CLM2246,59,9,35039,Fire,3,1,0,Authorized,35,0
CLM2247,19,8,487588,Collision,0,0,1,Local,30,1
CLM2248,44,8,370678,Fire,2,0,0,Authorized,45,1
CLM2249,54,8,375677,Natural Disaster,0,1,1,Local,43,0
CLM2250,21,10,306073,Collision,5,0,0,Authorized,55,1
CLM2251,19,4,188814,Natural Disaster,1,1,0,Local,14,0
CLM2252,38,8,459080,Natural Disaster,1,1,0,Local,20,1
CLM2253,23,2,439127,Fire,2,1,1,Local,22,1
CLM2254,66,3,191951,Fire,2,0,1,Authorized,21,1
CLM2255,22,6,485427,Collision,4,0,1,Local,42,0
CLM2256,56,7,369626,Natural Disaster,3,0,0,Authorized,36,1
CLM2257,20,5,46955,Collision,3,0,1,Local,1,1
CLM2258,37,12,308362,Fire,1,0,1,Authorized,55,1
CLM2259,34,5,404650,Fire,4,0,0,Local,49,1
CLM2260,25,3,62054,Collision,0,0,0,Authorized,29,0
CLM2261,45,2,272725,Natural Disaster,4,1,0,Authorized,26,1
CLM2262,56,7,51106,Collision,4,1,1,Authorized,20,1
CLM2263,24,10,187465,Natural Disaster,0,0,0,Authorized,12,0
CLM2264,67,4,56333,Natural Disaster,4,0,0,Local,35,0
CLM2265,69,3,229117,Natural Disaster,4,1,1,Local,43,1
CLM2266,27,3,279217,Fire,4,1,1,Local,32,0
CLM2267,32,10,104313,Fire,1,1,0,Local,12,0
CLM2268,70,5,419784,Fire,4,0,1,Authorized,12,0
CLM2269,37,5,115194,Collision,1,1,1,Authorized,9,0
CLM2270,40,10,84603,Theft,5,0,0,Local,31,1
CLM2271,55,7,464327,Theft,5,1,1,Authorized,1,0
CLM2272,48,0,386927,Fire,3,1,0,Local,25,0
CLM2273,70,5,388004,Theft,2,0,1,Authorized,21,1
CLM2274,31,2,191082,Fire,3,1,1,Authorized,52,0
CLM2275,29,15,338640,Collision,5,1,1,Authorized,35,1
CLM2276,24,15,115047,Collision,4,1,0,Authorized,40,1
CLM2277,27,13,384749,Collision,3,1,1,Authorized,24,1
CLM2278,58,14,332955,Collision,4,1,0,Authorized,48,0
CLM2279,55,12,244475,Natural Disaster,3,1,0,Local,46,1
CLM2280,50,5,133563,Fire,3,0,0,Authorized,45,1
CLM2281,34,3,439924,Theft,4,0,1,Authorized,25,1
CLM2282,23,6,394603,Fire,2,1,1,Authorized,24,0
CLM2283,36,12,199337,Collision,5,0,1,Local,4,0
CLM2284,50,5,424841,Fire,2,0,0,Local,11,1
CLM2285,47,9,223635,Natural Disaster,5,1,0,Authorized,0,1
CLM2286,22,12,176539,Natural Disaster,5,1,1,Authorized,12,0
CLM2287,34,13,291645,Natural Disaster,1,0,1,Local,54,1
CLM2288,61,4,21742,Theft,1,0,0,Local,57,0
CLM2289,33,2,131627,Fire,0,1,1,Authorized,39,1
CLM2290,67,10,72681,Collision,5,0,0,Local,55,0
CLM2291,52,0,408028,Fire,3,1,1,Local,52,1
CLM2292,53,1,193102,Collision,2,1,0,Authorized,3,0
CLM2293,30,1,20294,Collision,2,0,1,Local,59,1
CLM2294,38,1,325196,Theft,5,0,0,Authorized,60,0
CLM2295,19,9,283691,Collision,1,0,0,Local,55,1
CLM2296,57,15,43454,Theft,4,0,0,Local,49,0
CLM2297,57,12,475093,Theft,4,0,1,Authorized,58,0
CLM2298,68,11,304043,Theft,3,0,1,Authorized,8,1
CLM2299,51,13,369589,Fire,3,1,1,Local,0,1
CLM2300,36,9,375530,Natural Disaster,3,1,1,Authorized,34,0
CLM2301,50,9,462239,Fire,0,1,1,Local,23,0
CLM2302,63,15,495707,Collision,0,0,1,Authorized,57,1
CLM2303,69,14,35518,Fire,4,1,0,Authorized,58,1
CLM2304,65,3,1173,Collision,1,0,0,Local,19,1
